matricula,email,delegacion,grupo
8473706,test@pruebas.com,26,5
98382623,test@pruebas.com,36,5
99107847,test@pruebas.com,10,5
99095985,test@pruebas.com,9,5
98372116,test@pruebas.com,37,5
98318678,test@pruebas.com,31,5
9149708,test@pruebas.com,11,5
98160558,test@pruebas.com,16,5
11693983,test@pruebas.com,11,5
99373908,test@pruebas.com,37,5
97206315,test@pruebas.com,20,5
11520183,test@pruebas.com,21,5
98353072,test@pruebas.com,35,5
99124957,test@pruebas.com,12,5
98294129,test@pruebas.com,29,5
10974571,test@pruebas.com,36,5
8259178,test@pruebas.com,13,5
11725974,test@pruebas.com,20,5
98365679,test@pruebas.com,36,5
99147883,test@pruebas.com,14,5
98273053,test@pruebas.com,27,5
99344610,test@pruebas.com,34,5
99031752,test@pruebas.com,3,5
8586241,test@pruebas.com,18,5
99232970,test@pruebas.com,23,5
11251026,test@pruebas.com,15,5
10111077,test@pruebas.com,28,5
9130039,test@pruebas.com,26,5
99209033,test@pruebas.com,20,5
98054206,test@pruebas.com,5,5
98332791,test@pruebas.com,33,5
11811293,test@pruebas.com,32,5
99063964,test@pruebas.com,14,5
98057781,test@pruebas.com,5,5
99372042,test@pruebas.com,37,5
99030294,test@pruebas.com,3,5
9356258,test@pruebas.com,31,5
99255679,test@pruebas.com,25,5
98260509,test@pruebas.com,26,5
99149714,test@pruebas.com,14,5
99357675,test@pruebas.com,35,5
10335897,test@pruebas.com,10,5
98086502,test@pruebas.com,8,5
99061777,test@pruebas.com,6,5
99087261,test@pruebas.com,8,5
10175814,test@pruebas.com,20,5
98156336,test@pruebas.com,15,5
9591419,test@pruebas.com,20,5
99164813,test@pruebas.com,16,5
99166118,test@pruebas.com,16,5
8408971,test@pruebas.com,29,5
10638466,test@pruebas.com,33,5
99041537,test@pruebas.com,4,5
97381496,test@pruebas.com,38,5
99243205,test@pruebas.com,24,5
9374264,test@pruebas.com,32,5
99086459,test@pruebas.com,8,5
9237402,test@pruebas.com,37,5
99016460,test@pruebas.com,1,5
9106731,test@pruebas.com,17,5
98221664,test@pruebas.com,22,5
98291560,test@pruebas.com,29,5
8498318,test@pruebas.com,32,5
98202607,test@pruebas.com,20,5
98156271,test@pruebas.com,15,5
99215744,test@pruebas.com,21,5
311160166,test@pruebas.com,16,5
98151095,test@pruebas.com,13,5
99293346,test@pruebas.com,29,5
9052062,test@pruebas.com,10,5
99384062,test@pruebas.com,37,5
98366404,test@pruebas.com,36,5
98261431,test@pruebas.com,26,5
991415940,test@pruebas.com,27,5
11013729,test@pruebas.com,9,5
9991999,test@pruebas.com,35,5
9498249,test@pruebas.com,22,5
98295578,test@pruebas.com,29,5
7675194,test@pruebas.com,12,5
98381096,test@pruebas.com,38,5
99052181,test@pruebas.com,5,5
98161929,test@pruebas.com,16,5
99133294,test@pruebas.com,29,5
98151850,test@pruebas.com,20,5
2786397,test@pruebas.com,8,5
10161708,test@pruebas.com,8,5
99063266,test@pruebas.com,6,5
99194901,test@pruebas.com,14,5
10778403,test@pruebas.com,17,5
98253900,test@pruebas.com,25,5
97311579,test@pruebas.com,31,5
10507205,test@pruebas.com,2,5
99050992,test@pruebas.com,5,5
99350072,test@pruebas.com,35,5
99320380,test@pruebas.com,32,5
11866012,test@pruebas.com,14,5
99372980,test@pruebas.com,37,5
9453083,test@pruebas.com,36,5
10295801,test@pruebas.com,8,5
9369554,test@pruebas.com,37,5
98152749,test@pruebas.com,15,5
98115710,test@pruebas.com,11,5
99338212,test@pruebas.com,33,5
10190759,test@pruebas.com,34,5
9993983,test@pruebas.com,25,5
9345426,test@pruebas.com,33,5
98355363,test@pruebas.com,35,5
98292706,test@pruebas.com,29,5
8570868,test@pruebas.com,10,5
8362548,test@pruebas.com,5,5
98087921,test@pruebas.com,8,5
99380951,test@pruebas.com,37,5
8679525,test@pruebas.com,35,5
99056171,test@pruebas.com,7,5
98160230,test@pruebas.com,37,5
3150178,test@pruebas.com,36,5
98383415,test@pruebas.com,38,5
99113757,test@pruebas.com,11,5
99220553,test@pruebas.com,22,5
99043589,test@pruebas.com,4,5
10564705,test@pruebas.com,23,5
99053155,test@pruebas.com,5,5
10896007,test@pruebas.com,29,5
99271327,test@pruebas.com,27,5
98020441,test@pruebas.com,2,5
9657991,test@pruebas.com,27,5
98209917,test@pruebas.com,20,5
99031937,test@pruebas.com,26,5
97158780,test@pruebas.com,15,5
98361394,test@pruebas.com,14,5
97110165,test@pruebas.com,11,5
99224932,test@pruebas.com,22,5
99136375,test@pruebas.com,13,5
8584591,test@pruebas.com,25,5
99262861,test@pruebas.com,26,5
8364737,test@pruebas.com,5,5
9009701,test@pruebas.com,27,5
99337722,test@pruebas.com,33,5
6855776,test@pruebas.com,32,5
99337963,test@pruebas.com,33,5
9261745,test@pruebas.com,27,5
99051464,test@pruebas.com,5,5
11398973,test@pruebas.com,33,5
98265300,test@pruebas.com,26,5
8566828,test@pruebas.com,27,5
8764409,test@pruebas.com,15,5
98227251,test@pruebas.com,22,5
9267492,test@pruebas.com,27,5
11632739,test@pruebas.com,14,5
98364338,test@pruebas.com,36,5
98051854,test@pruebas.com,5,5
98360377,test@pruebas.com,36,5
99083463,test@pruebas.com,17,5
99368564,test@pruebas.com,16,5
99022319,test@pruebas.com,2,5
98275005,test@pruebas.com,27,5
97203598,test@pruebas.com,20,5
991415637,test@pruebas.com,14,5
8954461,test@pruebas.com,6,5
11460792,test@pruebas.com,3,5
99178716,test@pruebas.com,17,5
311092408,test@pruebas.com,9,5
99338235,test@pruebas.com,33,5
99111693,test@pruebas.com,11,5
7455526,test@pruebas.com,31,5
99272845,test@pruebas.com,27,5
11781645,test@pruebas.com,6,5
9869867,test@pruebas.com,15,5
99231908,test@pruebas.com,23,5
9799761,test@pruebas.com,31,5
98362554,test@pruebas.com,37,5
98386241,test@pruebas.com,38,5
98172753,test@pruebas.com,17,5
98353651,test@pruebas.com,35,5
98111335,test@pruebas.com,2,5
99385404,test@pruebas.com,38,5
98172344,test@pruebas.com,17,5
98351848,test@pruebas.com,35,5
99093725,test@pruebas.com,9,5
